Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
12256080,000000A9,false,Rx,0,8,D9,1B,D5,0F,3E,D5,0F,0D,
12258089,000000AA,false,Rx,0,8,41,CB,01,0D,18,10,94,00,
12261670,00000194,false,Rx,1,4,FD,FD,FF,FF,00,00,00,00,
12264115,000000B6,false,Rx,1,5,0D,0D,80,00,C8,00,00,00,
12264157,000000A8,false,Rx,0,8,7A,EC,01,E0,01,F0,0F,02,
12264368,0000019E,false,Rx,1,8,00,E8,8F,FC,FF,BC,FF,D1,
12266084,000000A9,false,Rx,0,8,DA,1C,D5,0F,3E,D5,0F,0D,
12268093,000000AA,false,Rx,0,8,46,CC,01,0D,1C,10,94,00,
12271306,000001B6,false,Rx,0,8,FF,FF,00,00,0F,A8,19,00,
12274151,000000A8,false,Rx,0,8,7B,ED,01,E0,01,F0,0F,02,
12274179,000001A0,false,Rx,1,8,61,B0,1F,00,80,00,E8,3C,
12274395,000000CE,false,Rx,1,8,99,00,A1,00,98,00,A0,00,
12274944,000001B4,false,Rx,1,8,70,D0,E6,FB,0F,FF,80,69,
12276072,000000A9,false,Rx,0,8,DB,1D,D5,0F,3E,D5,0F,0D,
12278081,000000AA,false,Rx,0,8,4B,CD,01,0D,20,10,94,00,
12284105,000000B6,false,Rx,1,5,0E,0E,80,00,C8,00,00,00,
12284146,000000A8,false,Rx,0,8,7C,EE,01,E0,01,F0,0F,02,
12284357,0000019E,false,Rx,1,8,00,E8,8F,FC,FF,BC,FF,D1,
12286063,000000A9,false,Rx,0,8,DC,1E,D5,0F,3E,D5,0F,0D,
12286832,000001FB,false,Rx,1,2,F8,FF,00,00,00,00,00,00,
12288079,000000AA,false,Rx,0,8,4C,CE,01,0D,20,10,94,00,
12294135,000000A8,false,Rx,0,8,2E,C0,01,C0,01,F0,0F,02,
12294165,000001A6,false,Rx,1,8,1A,03,39,03,3A,03,70,F2,
12294627,000000CE,false,Rx,1,8,99,00,A0,00,97,00,9E,00,
12294887,000001A0,false,Rx,1,8,61,B0,00,00,80,00,08,3C,
12296066,000000A9,false,Rx,0,8,CE,10,D5,0F,3E,D5,0F,0D,
12296317,00000200,false,Rx,0,8,42,81,FC,00,00,00,00,00,
12298072,000000AA,false,Rx,0,8,52,C0,01,0D,34,10,94,00,
12304081,000000B6,false,Rx,1,5,FF,00,80,00,C8,00,00,00,
12304129,000000A8,false,Rx,0,8,0F,B1,01,B0,01,F0,0F,02,
12304340,0000019E,false,Rx,1,8,00,E8,9F,FC,FF,BC,FF,E1,
12306046,000000A9,false,Rx,0,8,CF,11,D5,0F,3E,D5,0F,0D,
12307429,00000492,false,Rx,0,8,29,42,FF,FF,FF,FF,FF,FF,
12308083,000000AA,false,Rx,0,8,5F,C1,01,0D,40,10,94,00,
12314120,000000A8,false,Rx,0,8,10,B2,01,B0,01,F0,0F,02,
12314151,000001A0,false,Rx,1,8,61,B0,F9,0F,80,00,18,55,
12314356,000000CE,false,Rx,1,8,9A,00,A1,00,98,00,A0,00,
12316055,000000A9,false,Rx,0,8,D0,12,D5,0F,3E,D5,0F,0D,
12318062,000000AA,false,Rx,0,8,4C,B2,01,0D,3C,10,94,00,
12318219,00000130,false,Rx,1,5,45,41,21,8F,78,00,00,00,
12324113,000000A8,false,Rx,0,8,31,C3,01,C0,01,F0,0F,02,
12324143,000000B6,false,Rx,1,5,00,01,80,00,C8,00,00,00,
12324615,0000019E,false,Rx,1,8,00,E8,9F,FC,FF,BC,FF,E1,
12326045,000000A9,false,Rx,0,8,D1,13,D5,0F,3E,D5,0F,0D,
12328062,000000AA,false,Rx,0,8,4D,B3,01,0D,3C,10,94,00,
12334111,000000A8,false,Rx,0,8,72,E4,01,E0,01,F0,0F,02,
12334163,000001A0,false,Rx,1,8,61,B0,17,00,80,00,28,73,
12334638,000000CE,false,Rx,1,8,99,00,A1,00,98,00,9F,00,
12336048,000000A9,false,Rx,0,8,D2,14,D5,0F,3E,D5,0F,0D,
12338058,000000AA,false,Rx,0,8,5B,C4,01,0E,38,10,94,00,
12344114,000000A8,false,Rx,0,8,73,E5,01,E0,01,F0,0F,02,
12344144,000000B6,false,Rx,1,5,02,02,80,00,C8,00,00,00,
12344358,0000019E,false,Rx,1,8,00,E8,9F,FC,FF,BC,FF,E1,
12346034,000000A9,false,Rx,0,8,D3,15,D5,0F,3E,D5,0F,0D,
12347485,000001D0,false,Rx,0,8,60,FF,6D,D2,4E,63,CC,A4,
12348049,000000AA,false,Rx,0,8,64,C5,01,0E,40,10,94,00,
12352492,000001B6,false,Rx,0,8,FF,FF,00,00,0F,A8,19,00,
12354120,000000A8,false,Rx,0,8,94,D6,01,10,02,F0,0F,02,
12354149,000001A0,false,Rx,1,8,61,B0,07,00,80,00,38,73,
12354612,000000CE,false,Rx,1,8,99,00,A1,00,98,00,A0,00,
12356043,000000A9,false,Rx,0,8,D4,16,D5,0F,3E,D5,0F,0D,
12358040,000000AA,false,Rx,0,8,A4,06,02,0D,40,10,94,00,
12364092,000000A8,false,Rx,0,8,B5,07,02,00,02,F0,0F,02,
12364121,000000B6,false,Rx,1,5,03,03,80,00,C8,00,00,00,
12364585,0000019E,false,Rx,1,8,00,E8,9F,FC,FF,BC,FF,E1,
12366025,000000A9,false,Rx,0,8,D5,17,D5,0F,3E,D5,0F,0D,
12368052,000000AA,false,Rx,0,8,A9,07,02,0D,44,10,94,00,
12374010,000001B4,false,Rx,1,8,6A,D0,E6,FC,0F,FF,80,64,
12374089,000000A8,false,Rx,0,8,66,08,02,B0,01,F0,0F,02,
12374238,000001A0,false,Rx,1,8,62,B0,07,00,80,00,48,84,
12374726,000000CE,false,Rx,1,8,9A,00,A2,00,99,00,A0,00,
12376026,000000A9,false,Rx,0,8,D6,18,D5,0F,3E,D5,0F,0D,
12378037,000000AA,false,Rx,0,8,57,B8,01,0E,40,10,94,00,
12384036,000000B6,false,Rx,1,5,04,04,80,00,C8,00,00,00,
12384185,000000A8,false,Rx,0,8,87,E9,01,F0,01,F0,0F,02,
12384283,0000019E,false,Rx,1,8,00,E8,9F,FC,FF,BC,FF,E1,
12386012,000000A9,false,Rx,0,8,D7,19,D5,0F,3E,D5,0F,0D,
12388044,000000AA,false,Rx,0,8,58,B9,01,0E,40,10,94,00,
12394090,000000A8,false,Rx,0,8,C8,EA,01,30,02,F0,0F,02,
12394119,000001A6,false,Rx,1,8,26,03,45,03,47,03,00,F4,
12394325,000000CE,false,Rx,1,8,9A,00,A2,00,98,00,9D,00,
12394804,000001A0,false,Rx,1,8,61,B0,00,00,80,00,58,8C,
12396021,000000A9,false,Rx,0,8,D8,1A,D5,0F,3E,D5,0F,0D,
12398031,000000AA,false,Rx,0,8,9D,FA,01,0E,44,10,94,00,
12404028,000000B6,false,Rx,1,5,05,05,80,00,C8,00,00,00,
12404075,000000A8,false,Rx,0,8,99,FB,01,F0,01,F0,0F,02,
12404265,00000330,false,Rx,1,8,10,32,02,07,0E,00,ED,07,
12404751,000004A9,false,Rx,1,8,30,42,FF,FF,FF,FF,FF,FF,
12405003,0000019E,false,Rx,1,8,00,E8,9F,FC,FF,BC,FF,E1,
12406009,000000A9,false,Rx,0,8,D9,1B,D5,0F,3E,D5,0F,0D,
12408033,000000AA,false,Rx,0,8,AB,FB,01,0F,50,10,94,00,
12414077,000000A8,false,Rx,0,8,DA,FC,01,30,02,F0,0F,02,
12414106,000001A0,false,Rx,1,8,62,B0,00,00,80,00,68,9D,
12414569,000000CE,false,Rx,1,8,99,00,A2,00,99,00,A1,00,
12416000,000000A9,false,Rx,0,8,DA,1C,D5,0F,3E,D5,0F,0D,
12418027,000000AA,false,Rx,0,8,F0,3C,02,0F,54,10,94,00,
12418467,00000130,false,Rx,1,5,45,41,21,8F,89,00,00,00,
12424026,000000B6,false,Rx,1,5,06,06,80,00,C8,00,00,00,
12424073,000000A8,false,Rx,0,8,FB,2D,02,20,02,F0,0F,02,
12424274,0000019E,false,Rx,1,8,00,E8,9F,FC,FF,BC,FF,E1,
12426000,000000A9,false,Rx,0,8,DB,1D,D5,0F,3E,D5,0F,0D,
12428029,000000AA,false,Rx,0,8,F1,3D,02,0F,54,10,94,00,
12431120,000001B6,false,Rx,0,8,FF,FF,00,00,10,A8,19,00,
12434069,000001A0,false,Rx,1,8,62,B0,00,00,80,00,78,AD,
12434111,000000A8,false,Rx,0,8,3D,4E,02,40,02,F0,0F,02,
12434314,000000CE,false,Rx,1,8,9B,00,A3,00,99,00,A1,00,
12436009,000000A9,false,Rx,0,8,DC,1E,D5,0F,3E,D5,0F,0D,
12438008,000000AA,false,Rx,0,8,EC,3E,02,11,4C,10,94,00,
12443722,000002FA,false,Rx,1,5,FC,08,FF,0F,FF,00,00,00,
12444008,000000B6,false,Rx,1,5,07,07,80,00,C8,00,00,00,
12444171,000000A8,false,Rx,0,8,2F,40,02,40,02,F0,0F,02,
12444259,0000019E,false,Rx,1,8,00,E8,9F,FC,FF,BC,FF,E1,
12445988,000000A9,false,Rx,0,8,CE,10,D5,0F,3E,D5,0F,0D,
12447613,000001D0,false,Rx,0,8,60,FF,6D,D2,67,63,CC,A4,
12448003,000000AA,false,Rx,0,8,DE,30,02,11,4C,10,94,00,
12454051,000001A0,false,Rx,1,8,62,B0,17,00,80,00,88,D4,
12454093,000000A8,false,Rx,0,8,C0,41,02,D0,02,F0,0F,02,
12454305,000000CE,false,Rx,1,8,9C,00,A1,00,9B,00,A0,00,
12456000,000000A9,false,Rx,0,8,CF,11,D5,0F,3E,D5,0F,0D,
12457999,000000AA,false,Rx,0,8,70,C1,02,11,4C,10,94,00,
12461671,00000194,false,Rx,1,4,FE,FE,FF,FF,00,00,00,00,
12463978,000000B6,false,Rx,1,5,08,08,80,00,C8,00,00,00,
12464045,000000A8,false,Rx,0,8,B1,82,02,80,02,F0,0F,02,
12464225,0000019E,false,Rx,1,8,00,E8,9F,FC,FF,BC,FF,E1,
12465981,000000A9,false,Rx,0,8,D0,12,D5,0F,3E,D5,0F,0D,
12468010,000000AA,false,Rx,0,8,7D,C2,02,11,58,10,94,00,
12474045,000000A8,false,Rx,0,8,A2,83,02,70,02,F0,0F,02,
12474073,000001A0,false,Rx,1,8,62,B0,E9,0F,80,00,98,C6,
12474527,000000CE,false,Rx,1,8,9A,00,A2,00,9A,00,A0,00,
12474766,000001B4,false,Rx,1,8,6C,D0,E6,FD,0F,FF,80,67,
12475984,000000A9,false,Rx,0,8,D1,13,D5,0F,3E,D5,0F,0D,
12477993,000000AA,false,Rx,0,8,7E,B3,02,11,68,10,94,00,
12483981,000000B6,false,Rx,1,5,09,09,80,00,C8,00,00,00,
12484038,000000A8,false,Rx,0,8,53,54,02,50,02,F0,0F,02,
12484239,0000019E,false,Rx,1,8,00,E8,9F,FC,FF,BC,FF,E1,
12485965,000000A9,false,Rx,0,8,D2,14,D5,0F,3E,D5,0F,0D,
12486904,000001FB,false,Rx,1,2,F9,FF,00,00,00,00,00,00,
12488000,000000AA,false,Rx,0,8,7F,B4,02,11,68,10,94,00,
12494030,000001A6,false,Rx,1,8,33,03,51,03,54,03,90,F5,
12494072,000000A8,false,Rx,0,8,B4,65,02,A0,02,F0,0F,02,
12494275,000000CE,false,Rx,1,8,9B,00,A5,00,9C,00,A1,00,
12494741,000001A0,false,Rx,1,8,63,B0,1F,00,80,00,A8,FD,
12495978,000000A9,false,Rx,0,8,D3,15,D5,0F,3E,D5,0F,0D,
12496234,00000200,false,Rx,0,8,42,81,FC,00,00,00,00,00,
12497978,000000AA,false,Rx,0,8,C0,F5,02,11,68,10,94,00,
12503949,000000B6,false,Rx,1,5,0A,0A,80,00,C8,00,00,00,
12504026,000000A8,false,Rx,0,8,B5,66,02,A0,02,F0,0F,02,
12504206,0000019E,false,Rx,1,8,00,E8,AF,FC,FF,BC,FF,F1,
12504632,00000374,false,Rx,1,5,80,80,80,80,FC,00,00,00,
12505980,000000A9,false,Rx,0,8,D4,16,D5,0F,3E,D5,0F,0D,
12506840,000004B0,false,Rx,1,8,00,42,FD,FF,FF,FF,FF,FF,
12507999,000000AA,false,Rx,0,8,C1,F6,02,11,68,10,94,00,
12514017,000001A0,false,Rx,1,8,62,B0,55,00,80,00,B8,43,
12514059,000000A8,false,Rx,0,8,F6,A7,02,A0,02,F0,0F,02,
12514270,000000CE,false,Rx,1,8,9C,00,A6,00,9C,00,A0,00,
12515975,000000A9,false,Rx,0,8,D5,17,D5,0F,3E,D5,0F,0D,
12517974,000000AA,false,Rx,0,8,D6,F7,02,11,7C,10,94,00,
12519465,00000130,false,Rx,1,5,45,41,21,8F,9A,00,00,00,
12523984,000000B6,false,Rx,1,5,0B,0B,80,00,C8,00,00,00,
12524030,000000A8,false,Rx,0,8,A7,78,02,80,02,F0,0F,02,
12524231,0000019E,false,Rx,1,8,00,E8,AF,FC,FF,BC,FF,F1,
12525957,000000A9,false,Rx,0,8,D6,18,D5,0F,3E,D5,0F,0D,
12527976,000000AA,false,Rx,0,8,D7,F8,02,11,7C,10,94,00,
12534005,000001A0,false,Rx,1,8,63,B0,2E,00,80,00,C8,2D,
12534046,000000A8,false,Rx,0,8,78,69,02,60,02,F0,0F,02,
12534257,000000CE,false,Rx,1,8,9C,00,A3,00,9D,00,A0,00,
12535962,000000A9,false,Rx,0,8,D5,19,D4,0F,3E,D4,0F,0D,
12537961,000000AA,false,Rx,0,8,D8,E9,02,11,8C,10,94,00,
12543930,000000B6,false,Rx,1,5,0C,0C,80,00,C8,00,00,00,
12544017,000000A8,false,Rx,0,8,79,6A,02,60,02,F0,0F,02,
12544190,0000019E,false,Rx,1,8,00,E8,AF,FC,FF,BC,FF,F1,
12545946,000000A9,false,Rx,0,8,D6,1A,D4,0F,3E,D4,0F,0D,
12547501,000001D0,false,Rx,0,8,60,FF,6E,D2,84,63,CC,A4,
12547963,000000AA,false,Rx,0,8,E1,EA,02,11,94,10,94,00,
12553992,000001A0,false,Rx,1,8,64,B0,E1,0F,80,00,D8,00,
12554034,000000A8,false,Rx,0,8,7A,6B,02,60,02,F0,0F,02,
12554244,000000CE,false,Rx,1,8,9F,00,9F,00,9F,00,A1,00,
12555960,000000A9,false,Rx,0,8,D7,1B,D4,0F,3E,D4,0F,0D,
12557949,000000AA,false,Rx,0,8,E3,EB,02,12,94,10,94,00,
12561631,000001EE,false,Rx,1,2,00,FF,00,00,00,00,00,00,
12561804,000002A6,false,Rx,1,2,00,FF,00,00,00,00,00,00,
12561982,000001D6,false,Rx,1,2,FF,FF,00,00,00,00,00,00,
12563936,000000B6,false,Rx,1,5,0D,0D,80,00,C8,00,00,00,
12563997,000000A8,false,Rx,0,8,7B,6C,02,60,02,F0,0F,02,
12564187,0000019E,false,Rx,1,8,00,E8,AF,FC,FF,BC,FF,F1,
12565963,000000A9,false,Rx,0,8,D8,1C,D4,0F,3E,D4,0F,0D,
12567958,000000AA,false,Rx,0,8,EB,EC,02,11,9C,10,94,00,
12571013,00000308,false,Rx,0,3,8A,D6,F2,00,00,00,00,00,
12573999,000001A0,false,Rx,1,8,62,B0,E1,0F,80,00,E8,0F,
12574067,000000A8,false,Rx,0,8,7C,6D,02,60,02,F0,0F,02,
12574226,000001B4,false,Rx,1,8,73,D0,E6,FE,0F,FF,80,6F,
12574705,000000CE,false,Rx,1,8,A0,00,9F,00,9A,00,A0,00,
12575933,000000A9,false,Rx,0,8,D9,1D,D4,0F,3E,D4,0F,0D,
12577944,000000AA,false,Rx,0,8,F4,ED,02,11,A4,10,94,00,
12578677,000002FC,false,Rx,1,7,81,00,00,FF,FF,FF,FF,00,
12583925,000000B6,false,Rx,1,5,0E,0E,80,00,C8,00,00,00,
12583992,000000A8,false,Rx,0,8,7D,6E,02,60,02,F0,0F,02,
12584182,0000019E,false,Rx,1,8,00,E8,AF,FC,FF,BC,FF,F1,
12585928,000000A9,false,Rx,0,8,DA,1E,D4,0F,3E,D4,0F,0D,
12588048,000000AA,false,Rx,0,8,F5,EE,02,11,A4,10,94,00,
12593966,000001A6,false,Rx,1,8,3F,03,5E,03,60,03,20,F7,
12594014,000000A8,false,Rx,0,8,8F,70,02,70,02,F0,0F,02,
12594203,000000CE,false,Rx,1,8,9E,00,A5,00,9B,00,A0,00,
12594682,000001A0,false,Rx,1,8,62,B0,E1,0F,80,00,08,2E,
12595940,000000A9,false,Rx,0,8,CC,10,D4,0F,3E,D4,0F,0D,
12597942,000000AA,false,Rx,0,8,DB,D0,02,11,A8,10,94,00,
12603911,000000B6,false,Rx,1,5,FF,00,80,00,C8,00,00,00,
12603988,000000A8,false,Rx,0,8,C0,81,02,90,02,F0,0F,02,
12604168,0000019E,false,Rx,1,8,00,E8,AF,FC,FF,BC,FF,F1,
12604644,00000330,false,Rx,1,8,10,32,02,07,0F,00,ED,07,
12604886,000002F1,false,Rx,1,3,E9,F8,FC,00,00,00,00,00,
12605921,00000480,false,Rx,1,8,02,42,FD,01,FF,FF,FF,FF,
12605972,000000A9,false,Rx,0,8,CD,11,D4,0F,3E,D4,0F,0D,
12607942,000000AA,false,Rx,0,8,D8,D1,02,11,A4,10,94,00,
12613981,000000A8,false,Rx,0,8,C1,82,02,90,02,F0,0F,02,
12614009,000001A0,false,Rx,1,8,63,B0,3E,00,80,00,18,8C,
12614215,000000CE,false,Rx,1,8,9E,00,AA,00,9B,00,A1,00,
12615914,000000A9,false,Rx,0,8,CE,12,D4,0F,3E,D4,0F,0D,
12617941,000000AA,false,Rx,0,8,D5,D2,02,11,A0,10,94,00,
12618373,00000130,false,Rx,1,5,45,41,21,8F,AB,00,00,00,
12623911,000000B6,false,Rx,1,5,00,01,80,00,C8,00,00,00,
12623968,000000A8,false,Rx,0,8,F2,A3,02,A0,02,F0,0F,02,
12624168,0000019E,false,Rx,1,8,00,E8,AF,FC,FF,BC,FF,F1,
12625914,000000A9,false,Rx,0,8,CF,13,D4,0F,3E,D4,0F,0D,
12627933,000000AA,false,Rx,0,8,D6,D3,02,11,A0,10,94,00,
12633921,000001A0,false,Rx,1,8,64,B0,84,00,80,00,28,E3,
12633980,000000A8,false,Rx,0,8,D3,94,02,90,02,F0,0F,02,
12634169,000000CE,false,Rx,1,8,9F,00,A6,00,9F,00,A3,00,
12635921,000000A9,false,Rx,0,8,D0,14,D4,0F,3E,D4,0F,0D,
12637919,000000AA,false,Rx,0,8,F7,E4,02,11,B0,10,94,00,
12643888,000000B6,false,Rx,1,5,02,02,80,00,C8,00,00,00,
12643965,000000A8,false,Rx,0,8,D4,95,02,90,02,F0,0F,02,
12644145,0000019E,false,Rx,1,8,00,E8,AF,FC,FF,BC,FF,F1,
12645904,000000A9,false,Rx,0,8,D1,15,D4,0F,3E,D4,0F,0D,
12647731,000001D0,false,Rx,0,8,60,FF,6E,D2,A2,63,CC,A4,
12647977,000000AA,false,Rx,0,8,05,E5,02,11,BC,10,94,00,
12653923,000001A0,false,Rx,1,8,64,B0,E1,0F,80,00,38,60,
12653971,000000A8,false,Rx,0,8,B5,86,02,80,02,F0,0F,02,
12654171,000000CE,false,Rx,1,8,A0,00,A4,00,9D,00,A4,00,
12654640,00000310,false,Rx,1,7,76,24,10,00,00,17,20,00,
12655909,000000A9,false,Rx,0,8,D2,16,D4,0F,3E,D4,0F,0D,
12657909,000000AA,false,Rx,0,8,F5,D6,02,11,BC,10,94,00,
12661672,00000194,false,Rx,1,4,F0,F0,FF,FF,00,00,00,00,
12663878,000000B6,false,Rx,1,5,03,03,80,00,C8,00,00,00,
12663955,000000A8,false,Rx,0,8,D6,97,02,90,02,F0,0F,02,
12664135,0000019E,false,Rx,1,8,00,E8,AF,FC,FF,BC,FF,F1,
12665902,000000A9,false,Rx,0,8,D3,17,D4,0F,3E,D4,0F,0D,
12667910,000000AA,false,Rx,0,8,F6,D7,02,11,BC,10,94,00,
12673909,000001A0,false,Rx,1,8,66,B0,E1,0F,80,00,48,72,
12673967,000000A8,false,Rx,0,8,C7,88,02,90,02,F0,0F,02,
12674136,000001B4,false,Rx,1,8,73,D0,E6,F0,0F,FF,80,61,
12674605,000000CE,false,Rx,1,8,9F,00,A7,00,A2,00,A5,00,
12675894,000000A9,false,Rx,0,8,D4,18,D4,0F,3E,D4,0F,0D,
12677904,000000AA,false,Rx,0,8,EB,C8,02,11,C0,10,94,00,
12683852,000000B6,false,Rx,1,5,04,04,80,00,C8,00,00,00,
12683940,000000A8,false,Rx,0,8,C8,89,02,90,02,F0,0F,02,
12684097,0000019E,false,Rx,1,8,00,E8,AF,FC,FF,BC,FF,F1,
12685998,000000A9,false,Rx,0,8,D5,19,D4,0F,3E,D4,0F,0D,
12686978,000001FB,false,Rx,1,2,FA,FF,00,00,00,00,00,00,
12687902,000000AA,false,Rx,0,8,F4,C9,02,11,C8,10,94,00,
12693932,000001A6,false,Rx,1,8,4B,03,6A,03,6E,03,B0,F8,
12693974,000000A8,false,Rx,0,8,B9,8A,02,80,02,F0,0F,02,
12694174,000000CE,false,Rx,1,8,A0,00,A9,00,A5,00,A6,00,
12694640,000001A0,false,Rx,1,8,67,B0,17,00,80,00,58,A9,
12695426,00000482,false,Rx,1,8,12,42,FE,01,FF,FF,FF,FF,
12695917,000000A9,false,Rx,0,8,C6,1A,D4,0F,3E,D4,FF,0C,
12696173,00000200,false,Rx,0,8,42,81,FC,00,00,00,00,00,
12697887,000000AA,false,Rx,0,8,E5,BA,02,11,C8,10,94,00,
12703837,000000B6,false,Rx,1,5,05,05,80,00,C8,00,00,00,
12703935,000000A8,false,Rx,0,8,BA,8B,02,80,02,F0,0F,02,
12704082,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
12705893,000000A9,false,Rx,0,8,D7,1B,D4,0F,3E,D4,0F,0D,
12707906,000000AA,false,Rx,0,8,EE,BB,02,11,D0,10,94,00,
12710920,000001B6,false,Rx,0,8,FF,FF,00,00,10,A8,1F,00,
12713886,000001A0,false,Rx,1,8,68,B0,17,00,80,00,68,BA,
12714045,000000A8,false,Rx,0,8,BB,8C,02,80,02,F0,0F,02,
12714122,000000CE,false,Rx,1,8,A1,00,A9,00,A6,00,A7,00,
12715873,000000A9,false,Rx,0,8,D8,1C,D4,0F,3E,D4,0F,0D,
12717892,000000AA,false,Rx,0,8,EF,BC,02,11,D0,10,94,00,
12718333,00000130,false,Rx,1,5,45,41,21,8F,BC,00,00,00,
12723862,000000B6,false,Rx,1,5,06,06,80,00,C8,00,00,00,
12723919,000000A8,false,Rx,0,8,DC,9D,02,90,02,F0,0F,02,
12724119,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
12725867,000000A9,false,Rx,0,8,D9,1D,D4,0F,3E,D4,0F,0D,
12727996,000000AA,false,Rx,0,8,F0,BD,02,11,D0,10,94,00,
12733873,000001A0,false,Rx,1,8,67,B0,E9,0F,80,00,78,AB,
12733942,000000A8,false,Rx,0,8,0E,AE,02,B0,02,F0,0F,02,
12734110,000000CE,false,Rx,1,8,A2,00,A7,00,A1,00,AA,00,
12735872,000000A9,false,Rx,0,8,DA,1E,D4,0F,3E,D4,0F,0D,
12737880,000000AA,false,Rx,0,8,ED,BE,02,11,CC,10,94,00,
12743818,000000B6,false,Rx,1,5,07,07,80,00,C8,00,00,00,
12743935,000000A8,false,Rx,0,8,CF,90,02,90,02,F0,0F,02,
12744063,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
12745872,000000A9,false,Rx,0,8,CC,10,D4,0F,3E,D4,0F,0D,
12746091,000001D0,false,Rx,0,8,60,FF,60,D2,C0,63,CC,A4,
12747880,000000AA,false,Rx,0,8,EF,B0,02,11,DC,10,94,00,
12753863,000001A0,false,Rx,1,8,66,B0,17,00,80,00,88,D8,
12754012,000000A8,false,Rx,0,8,D0,91,02,90,02,F0,0F,02,
12754109,000000CE,false,Rx,1,8,A2,00,A8,00,A1,00,A5,00,
12755861,000000A9,false,Rx,0,8,CD,11,D4,0F,3E,D4,0F,0D,
12757868,000000AA,false,Rx,0,8,00,B1,02,11,EC,10,94,00,
12763807,000000B6,false,Rx,1,5,08,08,80,00,C8,00,00,00,
12763904,000000A8,false,Rx,0,8,91,72,02,70,02,F0,0F,02,
12764052,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
12765872,000000A9,false,Rx,0,8,CE,12,D4,0F,3E,D4,0F,0D,
12767870,000000AA,false,Rx,0,8,01,B2,02,11,EC,10,94,00,
12773850,000001A0,false,Rx,1,8,65,B0,F9,0F,80,00,98,D9,
12773908,000000A8,false,Rx,0,8,62,53,02,60,02,F0,0F,02,
12774076,000001B4,false,Rx,1,8,71,D0,E6,F1,0F,FF,80,60,
12774556,000000CE,false,Rx,1,8,A2,00,AA,00,9F,00,A5,00,
12775857,000000A9,false,Rx,0,8,79,13,D1,EF,3D,D1,DF,0C,
12777857,000000AA,false,Rx,0,8,E6,93,02,11,F0,10,94,00,
12783135,000003B0,false,Rx,1,2,FD,FF,00,00,00,00,00,00,
12783802,000000B6,false,Rx,1,5,09,09,80,00,C8,00,00,00,
12783894,000000A8,false,Rx,0,8,53,54,02,50,02,F0,0F,02,
12784065,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
12785843,000000A9,false,Rx,0,8,7A,14,D1,EF,3D,D1,DF,0C,
12787868,000000AA,false,Rx,0,8,F3,94,02,11,FC,10,94,00,
12788107,00000492,false,Rx,0,8,29,42,FF,FF,FF,FF,FF,FF,
12791651,000001B6,false,Rx,0,8,FF,FF,00,00,12,A8,1C,00,
12791795,000003EF,false,Rx,0,2,05,54,00,00,00,00,00,00,
12793833,000001A6,false,Rx,1,8,58,03,77,03,7B,03,40,FA,
12793906,000000A8,false,Rx,0,8,54,55,02,50,02,F0,0F,02,
12794074,000000CE,false,Rx,1,8,A3,00,AA,00,A2,00,A6,00,
12794554,000001A0,false,Rx,1,8,66,B0,2E,00,80,00,A8,10,
12795846,000000A9,false,Rx,0,8,7B,15,D1,EF,3D,D1,DF,0C,
12797850,000000AA,false,Rx,0,8,05,95,02,11,0C,11,94,00,
12803807,000000B6,false,Rx,1,5,0A,0A,80,00,C8,00,00,00,
12803894,000000A8,false,Rx,0,8,15,36,02,30,02,F0,0F,02,
12804073,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
12804541,00000330,false,Rx,1,8,10,32,02,07,0E,00,ED,07,
12805941,000000A9,false,Rx,0,8,7C,16,D1,EF,3D,D1,DF,0C,
12807848,000000AA,false,Rx,0,8,06,96,02,11,0C,11,94,00,
12813850,000001A0,false,Rx,1,8,67,B0,07,00,80,00,B8,F9,
12813908,000000A8,false,Rx,0,8,D5,17,02,10,02,F0,0F,02,
12814086,000000CE,false,Rx,1,8,A4,00,AA,00,A2,00,A8,00,
12815848,000000A9,false,Rx,0,8,7D,17,D1,EF,3D,D1,DF,0C,
12817847,000000AA,false,Rx,0,8,1F,97,02,11,24,11,94,00,
12818328,00000130,false,Rx,1,5,45,41,21,8F,CD,00,00,00,
12823787,000000B6,false,Rx,1,5,0B,0B,80,00,C8,00,00,00,
12823884,000000A8,false,Rx,0,8,D6,18,02,10,02,F0,0F,02,
12824032,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
12825824,000000A9,false,Rx,0,8,7E,18,D1,EF,3D,D1,DF,0C,
12827832,000000AA,false,Rx,0,8,2C,98,02,11,30,11,94,00,
12833820,000001A0,false,Rx,1,8,67,B0,F9,0F,80,00,C8,0C,
12833899,000000A8,false,Rx,0,8,B7,09,02,00,02,F0,0F,02,
12834068,000000CE,false,Rx,1,8,A4,00,AB,00,A1,00,AA,00,
12835828,000000A9,false,Rx,0,8,7F,19,D1,EF,3D,D1,DF,0C,
12837928,000000AA,false,Rx,0,8,1D,89,02,11,30,11,94,00,
